"","X","發生時間","發生地點","死亡受傷人數","車種","year","monthday","month","day_time","day","time","death","injured","country","country_region","city","county","district"
"1227",1227,"105年10月19日 01時25分","高雄市前鎮區一心二路前0公尺數復興三路路口","死亡1;受傷1","自用-小客車;行人-人",105,"10月19日 01時25分",10,"19日 01時25分",19,"1時25分",1,1,"高雄市前",NA,"前","高 雄 市","前 鎮 區"
"1228",1228,"105年10月19日 05時17分","彰化縣二林鎮太平路1段後厝高幹9號前","死亡1;受傷2","自用-小貨車;自用-小貨車;自用-小貨車",105,"10月19日 05時17分",10,"19日 05時17分",19,"5時17分",1,2,"彰化","二林",NA,"彰 化 縣","二 林 鎮"
"1229",1229,"105年10月19日 14時07分","新竹縣關西鎮仁安里里台3線57公里500公尺處北向外側車道","死亡1;受傷0","普通重型-機車",105,"10月19日 14時07分",10,"19日 14時07分",19,"14時07分",1,0,"新竹","關西",NA,"新 竹 縣","關 西 鎮"
"1230",1230,"105年10月19日 16時52分","桃園市龜山區萬壽路二段壽山路(口)S105100283大林所(附近)","死亡1;受傷0","自用-小客車;普通重型-機車",105,"10月19日 16時52分",10,"19日 16時52分",19,"16時52分",1,0,"桃園市龜山區萬壽路二段壽山路(口)S105100283大林所(附近)",NA,"龜山","桃 園 市","龜 山 區"
"1231",1231,"105年10月19日 17時50分","臺南市安南區長和路四段28號","死亡1;受傷1","行人-人;普通重型-機車",105,"10月19日 17時50分",10,"19日 17時50分",19,"17時50分",1,1,"臺南市安南區長和路四段28號",NA,"安南","臺 南 市","安 南 區"
"1232",1232,"105年10月19日 19時00分","雲林縣斗南鎮國道一號241公里300公尺處南向中線車道","死亡1;受傷0","普通重型-機車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小貨車;租賃車-小客車;自用-小客車;自用-小客車",105,"10月19日 19時00分",10,"19日 19時00分",19,"19時00分",1,0,"雲林","斗南",NA,"雲 林 縣","斗 南 鎮"
"1233",1233,"105年10月20日 15時54分","新北市八里區龍米路2段98號前0公尺數98號","死亡1;受傷0","普通重型-機車",105,"10月20日 15時54分",10,"20日 15時54分",20,"15時54分",1,0,"新北市八里區龍米路2段98號前0公尺數98號",NA,"八里","新 北 市","八 里 區"
"1234",1234,"105年10月20日 16時37分","嘉義縣阿里山鄉來吉村嘉155線1公里180公尺處北向坡道車道","死亡1;受傷0","自用-小客車",105,"10月20日 16時37分",10,"20日 16時37分",20,"16時37分",1,0,"嘉義","阿里山",NA,"嘉 義 縣","阿 里 山"
"1235",1235,"105年10月20日 16時49分","新北市蘆洲區環堤大道路58號前0公尺數58號對面","死亡1;受傷0","普通重型-機車",105,"10月20日 16時49分",10,"20日 16時49分",20,"16時49分",1,0,"新北市蘆洲區環堤大道路58號前0公尺數58號對面",NA,"蘆洲","新 北 市","蘆 洲 區"
"1236",1236,"105年10月20日 19時20分","基隆市中山區中山一路2號","死亡1;受傷0","行人-人;自用-小貨車",105,"10月20日 19時20分",10,"20日 19時20分",20,"19時20分",1,0,"基隆市中山區中山一路2號",NA,"中山","基 隆 市","中 山 區"
"1237",1237,"105年10月20日 21時55分","臺中市烏日區五光里五光路430號","死亡1;受傷0","自用-小客車;大型重型1-機車",105,"10月20日 21時55分",10,"20日 21時55分",20,"21時55分",1,0,"臺中市烏日區五光里五光路430號",NA,"烏日","臺 中 市","烏 日 區"
"1238",1238,"105年10月21日 00時14分","新北市板橋區縣民大道2段前0公尺數新府路路口","死亡1;受傷2","行人-人;普通重型-機車;普通重型-機車",105,"10月21日 00時14分",10,"21日 00時14分",21,"0時14分",1,2,"新北市板橋區","民大道2段前0公尺數新府路路口","板橋","新 北 市","板 橋 區"
"1239",1239,"105年10月21日 12時45分","彰化縣彰化市國道一號198公里800公尺處南向中線車道","死亡1;受傷7","民營客運-大客車;營業用-半聯結車;民營客運-大客車;民營客運-大客車;民營客運-大客車;民營客運-大客車;民營客運-大客車;民營客運-大客車;民營客運-大客車;民營客運-大客車;民營客運-大客車",105,"10月21日 12時45分",10,"21日 12時45分",21,"12時45分",1,7,"彰化","彰化","國道一號198公里800公尺處南向中線車道","彰 化 縣","彰 化 市"
"1240",1240,"105年10月21日 14時05分","桃園市桃園區泰山里玉山街大同西路(口)M105100701中路派出所(附近)","死亡1;受傷0","普通輕型-機車;自用-小客車",105,"10月21日 14時05分",10,"21日 14時05分",21,"14時05分",1,0,"桃園市桃園區泰山里玉山街大同西路(口)M105100701中路派出所(附近)",NA,"桃園","桃 園 市","桃 園 區"
"1241",1241,"105年10月22日 00時05分","臺南市後壁區烏樹里172線28.6公里(南172線路燈0114-00)處(附近)","死亡1;受傷0","普通重型-機車",105,"10月22日 00時05分",10,"22日 00時05分",22,"0時05分",1,0,"臺南市後壁區烏樹里172線28.6公里(南172線路燈0114-00)處(附近)",NA,"後壁","臺 南 市","後 壁 區"
"1242",1242,"105年10月22日 10時09分","臺北市信義區永吉路51號前0公尺數51號","死亡1;受傷0","普通輕型-機車",105,"10月22日 10時09分",10,"22日 10時09分",22,"10時09分",1,0,"臺北市信義區永吉路51號前0公尺數51號",NA,"信義","臺 北 市","信 義 區"
"1243",1243,"105年10月22日 10時50分","屏東縣滿州鄉長樂村八瑤路段(200線22.3公里西向)(附近)","死亡1;受傷1","拼裝車-其他車;拼裝車-其他車",105,"10月22日 10時50分",10,"22日 10時50分",22,"10時50分",1,1,"屏東","滿州",NA,"屏 東 縣","滿 州 鄉"
"1244",1244,"105年10月22日 14時35分","高雄市小港區沿海三路38號前0公尺數38號北上機車道","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"10月22日 14時35分",10,"22日 14時35分",22,"14時35分",1,1,"高雄市小港區沿海三路38號前0公尺數38號北上機車道",NA,"小港","高 雄 市","小 港 區"
"1245",1245,"105年10月22日 20時10分","高雄市岡山區聖森路196號前0公尺數196號","死亡1;受傷0","自用-大貨車;普通重型-機車",105,"10月22日 20時10分",10,"22日 20時10分",22,"20時10分",1,0,"高雄市岡山區聖森路196號前0公尺數196號",NA,"岡山","高 雄 市","岡 山 區"
"1246",1246,"105年10月23日 19時52分","花蓮縣玉里鎮春日里泰林108號193線94公里300公尺處南向外側車道","死亡1;受傷0","普通重型-機車",105,"10月23日 19時52分",10,"23日 19時52分",23,"19時52分",1,0,"花蓮","玉里",NA,"花 蓮 縣","玉 里 鎮"
"1247",1247,"105年10月24日 09時28分","雲林縣西螺鎮埤頭里【南下匝道口附近】(附近)台1線229公里800公尺處北向內側車道","死亡1;受傷0","普通重型-機車;自用-小客車",105,"10月24日 09時28分",10,"24日 09時28分",24,"9時28分",1,0,"雲林","西螺",NA,"雲 林 縣","西 螺 鎮"
"1248",1248,"105年10月24日 10時13分","新竹市香山區牛埔東路牛埔南路(口)(北端)(附近)","死亡1;受傷0","營業用-全聯結車;普通重型-機車",105,"10月24日 10時13分",10,"24日 10時13分",24,"10時13分",1,0,"新竹市香山區牛埔東路牛埔南路(口)(北端)(附近)",NA,"香山","新 竹 市","香 山 區"
"1249",1249,"105年10月24日 15時00分","南投縣南投市大庄路樂利路(口)","死亡1;受傷0","普通重型-機車;營業用-大貨車;普通重型-機車",105,"10月24日 15時00分",10,"24日 15時00分",24,"15時00分",1,0,"南投","南投","大庄路樂利路(口)","南 投 縣","南 投 市"
"1250",1250,"105年10月24日 16時50分","彰化縣埔鹽鄉中山路","死亡1;受傷0","普通重型-機車;自用-小貨車",105,"10月24日 16時50分",10,"24日 16時50分",24,"16時50分",1,0,"彰化","埔鹽",NA,"彰 化 縣","埔 鹽 鄉"
"1251",1251,"105年10月25日 01時17分","臺中市豐原區中陽里愛國街自立街(口)","死亡1;受傷2","普通重型-機車;普通重型-機車;自用-小客車;自用-小客車;普通重型-機車",105,"10月25日 01時17分",10,"25日 01時17分",25,"1時17分",1,2,"臺中市豐原區中陽里愛國街自立街(口)",NA,"豐原","臺 中 市","豐 原 區"
"1252",1252,"105年10月25日 01時39分","臺北市中山區建國北路2段前0公尺數與南京東路3段口","死亡1;受傷0","租賃車-小客車;行人-人",105,"10月25日 01時39分",10,"25日 01時39分",25,"1時39分",1,0,"臺北市中山區建國北路2段前0公尺數與南京東路3段口",NA,"中山","臺 北 市","中 山 區"
"1253",1253,"105年10月25日 13時03分","臺中市烏日區光明里光明路環河路(口)","死亡1;受傷0","營業用-半聯結車;行人-人",105,"10月25日 13時03分",10,"25日 13時03分",25,"13時03分",1,0,"臺中市烏日區光明里光明路環河路(口)",NA,"烏日","臺 中 市","烏 日 區"
"1254",1254,"105年10月25日 22時42分","臺中市大里區東湖里中興路一段11-6號","死亡1;受傷0","腳踏自行車-慢車;計程車-小客車",105,"10月25日 22時42分",10,"25日 22時42分",25,"22時42分",1,0,"臺中市大里區東湖里中興路一段11-6號",NA,"大里","臺 中 市","大 里 區"
"1255",1255,"105年10月26日 00時35分","新竹市北區榮濱南路和西濱路一段275巷(附近)","死亡1;受傷1","普通重型-機車;自用-小客車;普通重型-機車",105,"10月26日 00時35分",10,"26日 00時35分",26,"0時35分",1,1,"新竹市北區榮濱南路和西濱路一段275巷(附近)",NA,"北","新 竹 市","北 區 榮"
"1256",1256,"105年10月26日 08時20分","新竹縣湖口鄉國道一號84公里800公尺處北向內側車道","死亡1;受傷1","自用-半聯結車;自用-小客車",105,"10月26日 08時20分",10,"26日 08時20分",26,"8時20分",1,1,"新竹","湖口",NA,"新 竹 縣","湖 口 鄉"
"1257",1257,"105年10月26日 08時40分","桃園市中壢區中興里環中東路399巷環中東路(口)","死亡1;受傷0","自用-小客車;普通重型-機車",105,"10月26日 08時40分",10,"26日 08時40分",26,"8時40分",1,0,"桃園市中壢區中興里環中東路399巷環中東路(口)",NA,"中壢","桃 園 市","中 壢 區"
"1258",1258,"105年10月26日 10時30分","新竹縣新豐鄉新興路與產業道路口(附近)","死亡1;受傷0","自用-大貨車;普通重型-機車",105,"10月26日 10時30分",10,"26日 10時30分",26,"10時30分",1,0,"新竹","新豐",NA,"新 竹 縣","新 豐 鄉"
"1259",1259,"105年10月26日 16時33分","高雄市鳳山區民生路前0公尺數鳳明街路口","死亡1;受傷0","自用-小貨車;普通重型-機車",105,"10月26日 16時33分",10,"26日 16時33分",26,"16時33分",1,0,"高雄市鳳山區民生路前0公尺數鳳明街路口",NA,"鳳山","高 雄 市","鳳 山 區"
"1260",1260,"105年10月27日 06時00分","臺東縣太麻里鄉泰和村台9線403公里300公尺處南向外側車道","死亡1;受傷0","自用-小客車;自用-大貨車",105,"10月27日 06時00分",10,"27日 06時00分",27,"6時00分",1,0,"臺東","太麻里",NA,"臺 東 縣","太 麻 里"
"1261",1261,"105年10月27日 12時10分","雲林縣麥寮鄉興華村產業道路崙東枝31(附近)","死亡1;受傷0","自用-小貨車;普通重型-機車",105,"10月27日 12時10分",10,"27日 12時10分",27,"12時10分",1,0,"雲林","麥寮",NA,"雲 林 縣","麥 寮 鄉"
"1262",1262,"105年10月27日 13時50分","彰化縣鹿港鎮南勢巷","死亡1;受傷0","自用-小貨車;普通重型-機車",105,"10月27日 13時50分",10,"27日 13時50分",27,"13時50分",1,0,"彰化","鹿港",NA,"彰 化 縣","鹿 港 鎮"
"1263",1263,"105年10月27日 13時59分","高雄市前鎮區新生路前0公尺數魚港路路口","死亡2;受傷0","自用-半聯結車;普通重型-機車;普通重型-機車",105,"10月27日 13時59分",10,"27日 13時59分",27,"13時59分",2,0,"高雄市前",NA,"前","高 雄 市","前 鎮 區"
"1264",1264,"105年10月27日 15時25分","高雄市鼓山區九如四路前0公尺數西藏街路口","死亡1;受傷0","普通輕型-機車;自用-小客車",105,"10月27日 15時25分",10,"27日 15時25分",27,"15時25分",1,0,"高雄市鼓山區九如四路前0公尺數西藏街路口",NA,"鼓山","高 雄 市","鼓 山 區"
"1265",1265,"105年10月27日 17時55分","高雄市小港區沿海二路前0公尺數世全路路口","死亡1;受傷0","普通重型-機車;營業用-曳引車",105,"10月27日 17時55分",10,"27日 17時55分",27,"17時55分",1,0,"高雄市小港區沿海二路前0公尺數世全路路口",NA,"小港","高 雄 市","小 港 區"
"1266",1266,"105年10月27日 21時52分","臺南市白河區國道三號311公里900公尺處南向外側車道","死亡1;受傷1","自用-小客車;自用-小客車",105,"10月27日 21時52分",10,"27日 21時52分",27,"21時52分",1,1,"臺南市白河區國道三號311公里900公尺處南向外側車道",NA,"白河","臺 南 市","白 河 區"
"1267",1267,"105年10月28日 08時25分","南投縣信義鄉望美村投59線21公里800公尺處北向一般車道","死亡1;受傷0","農耕用車(或機械)-其他車",105,"10月28日 08時25分",10,"28日 08時25分",28,"8時25分",1,0,"南投","信義",NA,"南 投 縣","信 義 鄉"
"1268",1268,"105年10月28日 09時50分","臺南市安定區港南里1-75號(國8道3.9K側車道雙向迴轉道)(附近)","死亡1;受傷0","普通重型-機車;營業用-半聯結車",105,"10月28日 09時50分",10,"28日 09時50分",28,"9時50分",1,0,"臺南市安定區港南里1-75號(國8道3.9K側車道雙向迴轉道)(附近)",NA,"安定","臺 南 市","安 定 區"
"1269",1269,"105年10月28日 10時59分","彰化縣員林市浮圳路2段員林大道(口)","死亡1;受傷0","營業用-曳引車;普通重型-機車",105,"10月28日 10時59分",10,"28日 10時59分",28,"10時59分",1,0,"彰化","員林","浮圳路2段員林大道(口)","彰 化 縣","員 林 市"
"1270",1270,"105年10月28日 14時03分","南投縣草屯鎮山腳里民生路民生一街(口)","死亡1;受傷0","自用-小貨車;普通重型-機車",105,"10月28日 14時03分",10,"28日 14時03分",28,"14時03分",1,0,"南投","草屯",NA,"南 投 縣","草 屯 鎮"
"1271",1271,"105年10月28日 18時24分","臺中市西區公民里五權路與公館路口(附近)","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"10月28日 18時24分",10,"28日 18時24分",28,"18時24分",1,1,"臺中市西區公民里五權路與公館路口(附近)",NA,"西","臺 中 市","西 區 公"
"1272",1272,"105年10月29日 02時53分","苗栗縣通霄鎮新埔里台1線128公里300公尺處南向內側車道","死亡1;受傷0","普通重型-機車",105,"10月29日 02時53分",10,"29日 02時53分",29,"2時53分",1,0,"苗栗","通霄",NA,"苗 栗 縣","通 霄 鎮"
"1273",1273,"105年10月29日 12時20分","臺南市安南區長和路一段192巷","死亡1;受傷0","營業用-小貨車;普通重型-機車",105,"10月29日 12時20分",10,"29日 12時20分",29,"12時20分",1,0,"臺南市安南區長和路一段192巷",NA,"安南","臺 南 市","安 南 區"
"1274",1274,"105年10月29日 17時36分","屏東縣內埔鄉清涼路一段電桿R5-75-AB3前(附近)","死亡1;受傷0","自用-大貨車;普通重型-機車",105,"10月29日 17時36分",10,"29日 17時36分",29,"17時36分",1,0,"屏東","內埔",NA,"屏 東 縣","內 埔 鄉"
"1275",1275,"105年10月29日 20時14分","臺北市北投區中央北路4段404巷9號前0公尺數404巷9號","死亡1;受傷0","自用-小客車;行人-人",105,"10月29日 20時14分",10,"29日 20時14分",29,"20時14分",1,0,"臺北市北投區中央北路4段404巷9號前0公尺數404巷9號",NA,"北投","臺 北 市","北 投 區"
"1276",1276,"105年10月29日 20時40分","南投縣埔里鎮建國三巷、東榮路口(附近)","死亡1;受傷2","普通重型-機車;普通重型-機車;普通重型-機車",105,"10月29日 20時40分",10,"29日 20時40分",29,"20時40分",1,2,"南投","埔里",NA,"南 投 縣","埔 里 鎮"
"1277",1277,"105年10月30日 06時18分","嘉義縣新港鄉共和村共和小段969地號旁(附近)","死亡1;受傷0","普通重型-機車",105,"10月30日 06時18分",10,"30日 06時18分",30,"6時18分",1,0,"嘉義","新港",NA,"嘉 義 縣","新 港 鄉"
"1278",1278,"105年10月30日 08時50分","臺東縣台東市正氣北路長沙街(口)","死亡1;受傷0","自用-小貨車;普通重型-機車",105,"10月30日 08時50分",10,"30日 08時50分",30,"8時50分",1,0,"臺東","台東","正氣北路長沙街(口)","臺 東 縣","台 東 市"
"1279",1279,"105年10月30日 18時59分","高雄市燕巢區鳳東路前0公尺數近鳳澄路路口","死亡1;受傷1","普通重型-機車;普通重型-機車;自用-小貨車",105,"10月30日 18時59分",10,"30日 18時59分",30,"18時59分",1,1,"高雄市燕巢區鳳東路前0公尺數近鳳澄路路口",NA,"燕巢","高 雄 市","燕 巢 區"
"1280",1280,"105年10月30日 19時18分","花蓮縣光復鄉中山路一段台9線260公里0公尺處南向外側車道","死亡1;受傷0","自用-大貨車;普通重型-機車",105,"10月30日 19時18分",10,"30日 19時18分",30,"19時18分",1,0,"花蓮","光復",NA,"花 蓮 縣","光 復 鄉"
"1281",1281,"105年10月31日 05時30分","屏東縣屏東市新興里復興南路一段公興路(口)","死亡1;受傷0","普通重型-機車;自用-小客車",105,"10月31日 05時30分",10,"31日 05時30分",31,"5時30分",1,0,"屏東","屏東","新興里復興南路一段公興路(口)","屏 東 縣","屏 東 市"
"1282",1282,"105年10月31日 11時53分","新竹縣竹北市十興路二段與嘉興三街口(附近)","死亡1;受傷0","自用-小貨車;普通重型-機車",105,"10月31日 11時53分",10,"31日 11時53分",31,"11時53分",1,0,"新竹","竹北","十興路二段與嘉興三街口(附近)","新 竹 縣","竹 北 市"
"1283",1283,"105年10月31日 16時24分","臺中市北屯區和平里環中東路一段軍福十六路(口)","死亡1;受傷1","普通重型-機車;自用-小客車;普通重型-機車",105,"10月31日 16時24分",10,"31日 16時24分",31,"16時24分",1,1,"臺中市北屯區和平里環中東路一段軍福十六路(口)",NA,"北屯","臺 中 市","北 屯 區"
"1284",1284,"105年10月31日 18時09分","臺南市將軍區三吉里臺17線150公里路段南向(附近)","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"10月31日 18時09分",10,"31日 18時09分",31,"18時09分",1,1,"臺南市將軍區三吉里臺17線150公里路段南向(附近)",NA,"將軍","臺 南 市","將 軍 區"
"1285",1285,"105年10月31日 18時30分","彰化縣員林市員集路1段","死亡1;受傷2","普通重型-機車;救護車-特種車;自用-小客車;救護車-特種車",105,"10月31日 18時30分",10,"31日 18時30分",31,"18時30分",1,2,"彰化","員林","員集路1段","彰 化 縣","員 林 市"
"1286",1286,"105年10月31日 18時30分","南投縣鹿谷鄉廣興村中正一路298號","死亡1;受傷0","自用-小客車;行人-人",105,"10月31日 18時30分",10,"31日 18時30分",31,"18時30分",1,0,"南投","鹿谷",NA,"南 投 縣","鹿 谷 鄉"
"1287",1287,"105年11月01日 06時28分","臺北市士林區中正路前0公尺數與文林路口","死亡1;受傷0","民營客運-大客車;行人-人",105,"11月01日 06時28分",11,"01日 06時28分",1,"6時28分",1,0,"臺北市士林區中正路前0公尺數與文林路口",NA,"士林","臺 北 市","士 林 區"
"1288",1288,"105年11月01日 13時17分","高雄市仁武區村澄觀路1段152巷前0公尺數152巷口","死亡1;受傷0","自用-曳引車;普通重型-機車",105,"11月01日 13時17分",11,"01日 13時17分",1,"13時17分",1,0,"高雄市仁武區村澄觀路1段152巷前0公尺數152巷口",NA,"仁武","高 雄 市","仁 武 區"
"1289",1289,"105年11月01日 15時40分","屏東縣屏東市廣興里忠孝路敬軍路(口)","死亡1;受傷1","自用-小貨車;普通重型-機車;普通重型-機車",105,"11月01日 15時40分",11,"01日 15時40分",1,"15時40分",1,1,"屏東","屏東","廣興里忠孝路敬軍路(口)","屏 東 縣","屏 東 市"
"1290",1290,"105年11月01日 16時00分","雲林縣二崙鄉永定村產業道路(田寮8號電桿前)路口(附近)","死亡1;受傷0","自用-小客車;普通輕型-機車;自用-小客車;自用-小客車;自用-小客車",105,"11月01日 16時00分",11,"01日 16時00分",1,"16時00分",1,0,"雲林","二崙",NA,"雲 林 縣","二 崙 鄉"
"1291",1291,"105年11月01日 16時44分","桃園市龜山區復興三路三段500號附近S105110014大華所(附近)","死亡1;受傷0","普通重型-機車",105,"11月01日 16時44分",11,"01日 16時44分",1,"16時44分",1,0,"桃園市龜山區復興三路三段500號附近S105110014大華所(附近)",NA,"龜山","桃 園 市","龜 山 區"
"1292",1292,"105年11月01日 17時34分","雲林縣虎尾鎮惠來里台1 線與雲76線路口(附近)台1線237公里300公尺處南向外側車道","死亡1;受傷1","普通重型-機車;自用-小客車",105,"11月01日 17時34分",11,"01日 17時34分",1,"17時34分",1,1,"雲林","虎尾",NA,"雲 林 縣","虎 尾 鎮"
"1293",1293,"105年11月02日 02時03分","新北市鶯歌區中正二路147號前0公尺數147號","死亡1;受傷0","營業用-小貨車;普通重型-機車",105,"11月02日 02時03分",11,"02日 02時03分",2,"2時03分",1,0,"新北市鶯歌區中正二路147號前0公尺數147號",NA,"鶯歌","新 北 市","鶯 歌 區"
"1294",1294,"105年11月02日 06時46分","桃園市桃園區文中路國際路(口)M105110017(附近)","死亡1;受傷1","自用-小客車;自用-小客車;普通重型-機車",105,"11月02日 06時46分",11,"02日 06時46分",2,"6時46分",1,1,"桃園市桃園區文中路國際路(口)M105110017(附近)",NA,"桃園","桃 園 市","桃 園 區"
"1295",1295,"105年11月02日 13時04分","臺南市新化區東榮里信義路與省道台19甲線路口(附近)臺19甲線37公里100公尺處南向內側車道","死亡1;受傷0","普通重型-機車;自用-小貨車",105,"11月02日 13時04分",11,"02日 13時04分",2,"13時04分",1,0,"臺南市新化區東榮里信義路與省道台19甲線路口(附近)臺19甲線37公里100公尺處南向內側車道",NA,"新化","臺 南 市","新 化 區"
"1296",1296,"105年11月02日 19時40分","臺南市仁德區仁義里中山路509巷中山路(口)","死亡1;受傷0","自用-小客車;行人-人",105,"11月02日 19時40分",11,"02日 19時40分",2,"19時40分",1,0,"臺南市仁德區仁義里中山路509巷中山路(口)",NA,"仁德","臺 南 市","仁 德 區"
"1297",1297,"105年11月03日 02時40分","彰化縣二林鎮太平路中科二林大道(口)","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"11月03日 02時40分",11,"03日 02時40分",3,"2時40分",1,1,"彰化","二林",NA,"彰 化 縣","二 林 鎮"
"1298",1298,"105年11月03日 06時36分","苗栗縣公館鄉館南村12鄰館南325號前(附近)台6線22公里200公尺處東向中線車道","死亡1;受傷1","普通重型-機車;行人-人",105,"11月03日 06時36分",11,"03日 06時36分",3,"6時36分",1,1,"苗栗","公館",NA,"苗 栗 縣","公 館 鄉"
"1299",1299,"105年11月03日 15時50分","臺中市太平區坪林里中山路二段69號","死亡1;受傷2","行人-人;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車",105,"11月03日 15時50分",11,"03日 15時50分",3,"15時50分",1,2,"臺中市太平區坪林里中山路二段69號",NA,"太平","臺 中 市","太 平 區"
"1300",1300,"105年11月04日 01時11分","臺北市中正區北平西路前0公尺數與重慶北路1段口","死亡1;受傷0","普通重型-機車",105,"11月04日 01時11分",11,"04日 01時11分",4,"1時11分",1,0,"臺北市中正區北平西路前0公尺數與重慶北路1段口",NA,"中正","臺 北 市","中 正 區"
"1301",1301,"105年11月04日 02時53分","南投縣草屯鎮富寮里台灣演藝坊旁產業道路(附近)","死亡1;受傷0","普通重型-機車",105,"11月04日 02時53分",11,"04日 02時53分",4,"2時53分",1,0,"南投","草屯",NA,"南 投 縣","草 屯 鎮"
"1302",1302,"105年11月04日 04時23分","新竹市北區公道五路五段195號","死亡1;受傷0","普通重型-機車",105,"11月04日 04時23分",11,"04日 04時23分",4,"4時23分",1,0,"新竹市北區公道五路五段195號",NA,"北","新 竹 市","北 區 公"
"1303",1303,"105年11月04日 06時29分","新北市新莊區新樹路501號前0公尺數501號","死亡1;受傷0","自用-小客車;普通重型-機車",105,"11月04日 06時29分",11,"04日 06時29分",4,"6時29分",1,0,"新北市新莊區新樹路501號前0公尺數501號",NA,"新莊","新 北 市","新 莊 區"
"1304",1304,"105年11月04日 15時15分","臺南市安南區北汕尾二路台電電桿顯草27高幹P8696FA43前(附近)","死亡1;受傷0","自用-小貨車",105,"11月04日 15時15分",11,"04日 15時15分",4,"15時15分",1,0,"臺南市安南區北汕尾二路台電電桿顯草27高幹P8696FA43前(附近)",NA,"安南","臺 南 市","安 南 區"
"1305",1305,"105年11月04日 16時55分","新北市平溪區106線道路前0公尺數65公里處","死亡2;受傷1","自用-小客車;自用-小貨車;自用-小貨車",105,"11月04日 16時55分",11,"04日 16時55分",4,"16時55分",2,1,"新北市平溪區106線道路前0公尺數65公里處",NA,"平溪","新 北 市","平 溪 區"
"1306",1306,"105年11月04日 20時20分","雲林縣水林鄉尖山村164線公路〈編號090240水銀燈桿旁〉(附近)","死亡1;受傷0","拼裝車-其他車",105,"11月04日 20時20分",11,"04日 20時20分",4,"20時20分",1,0,"雲林","水林",NA,"雲 林 縣","水 林 鄉"
"1307",1307,"105年11月05日 05時11分","澎湖縣白沙鄉港子村55號縣203線13公里500公尺處南向外側車道","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"11月05日 05時11分",11,"05日 05時11分",5,"5時11分",1,1,"澎湖","白沙",NA,"澎 湖 縣","白 沙 鄉"
"1308",1308,"105年11月05日 13時59分","雲林縣斗南鎮東明里雲林路三段與新庄路口(新光所轄)(附近)","死亡1;受傷0","自用-大貨車;普通重型-機車;自用-小客車",105,"11月05日 13時59分",11,"05日 13時59分",5,"13時59分",1,0,"雲林","斗南",NA,"雲 林 縣","斗 南 鎮"
"1309",1309,"105年11月06日 01時00分","高雄市左營區村自由二路前0公尺數自由二路路口","死亡1;受傷1","自用-小客車;行人-人;自用-小客車",105,"11月06日 01時00分",11,"06日 01時00分",6,"1時00分",1,1,"高雄市左營區村自由二路前0公尺數自由二路路口",NA,"左營","高 雄 市","左 營 區"
"1310",1310,"105年11月06日 03時00分","南投縣中寮鄉崁頂村永平路投27線1公里處(附近)投27線1公里0公尺處西向外側車道","死亡1;受傷0","普通重型-機車",105,"11月06日 03時00分",11,"06日 03時00分",6,"3時00分",1,0,"南投","中寮",NA,"南 投 縣","中 寮 鄉"
"1311",1311,"105年11月06日 04時38分","高雄市阿蓮區中路里中路70-號前0公尺數前(附近)70-25號前側附近","死亡1;受傷0","自用-小貨車",105,"11月06日 04時38分",11,"06日 04時38分",6,"4時38分",1,0,"高雄市阿蓮區中路里中路70-號前0公尺數前(附近)70-25號前側附近",NA,"阿蓮","高 雄 市","阿 蓮 區"
"1312",1312,"105年11月06日 08時08分","桃園市新屋區永興里東興路二段1446號旁(附近)","死亡1;受傷0","腳踏自行車-慢車;自用-小客車",105,"11月06日 08時08分",11,"06日 08時08分",6,"8時08分",1,0,"桃園市新屋區永興里東興路二段1446號旁(附近)",NA,"新屋","桃 園 市","新 屋 區"
"1313",1313,"105年11月06日 08時15分","彰化縣芳苑鄉148線王功段58號電桿","死亡1;受傷0","大型重型2-機車",105,"11月06日 08時15分",11,"06日 08時15分",6,"8時15分",1,0,"彰化","芳苑",NA,"彰 化 縣","芳 苑 鄉"
"1314",1314,"105年11月06日 14時45分","嘉義縣六腳鄉三義村嘉57線1公里0公尺處南向路口車道","死亡1;受傷5","自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車",105,"11月06日 14時45分",11,"06日 14時45分",6,"14時45分",1,5,"嘉義","六腳",NA,"嘉 義 縣","六 腳 鄉"
"1315",1315,"105年11月06日 18時07分","高雄市林園區文賢南路226巷前0公尺數226巷路口","死亡1;受傷2","行人-人;普通重型-機車;普通重型-機車",105,"11月06日 18時07分",11,"06日 18時07分",6,"18時07分",1,2,"高雄市林園區文賢南路226巷前0公尺數226巷路口",NA,"林園","高 雄 市","林 園 區"
"1316",1316,"105年11月06日 20時29分","臺中市西區中興里公益路88號","死亡1;受傷0","自用-小客車;行人-人",105,"11月06日 20時29分",11,"06日 20時29分",6,"20時29分",1,0,"臺中市西區中興里公益路88號",NA,"西","臺 中 市","西 區 中"
