"","X","發生時間","發生地點","死亡受傷人數","車種","year","monthday","month","day_time","day","time","death","injured","country","country_region","city","county","district"
"92",92,"105年01月18日 17時06分","嘉義縣水上鄉柳林村10鄰柳子林1162號前(附近)163線7公里400公尺處南向內側車道","死亡1;受傷0","普通重型-機車;自用-小貨車;營業用-小貨車",105,"01月18日 17時06分",1,"18日 17時06分",18,"17時06分",1,0,"嘉義","水上",NA,"嘉 義 縣","水 上 鄉"
"93",93,"105年01月19日 06時25分","臺北市士林區至善路2段321號前0公尺數321號對面(衛理女中)","死亡1;受傷0","自用-小客車;行人-人",105,"01月19日 06時25分",1,"19日 06時25分",19,"6時25分",1,0,"臺北市士林區至善路2段321號前0公尺數321號對面(衛理女中)",NA,"士林","臺 北 市","士 林 區"
"94",94,"105年01月19日 08時15分","臺北市中山區八德路2段前0公尺數復興北路路口","死亡1;受傷0","自用-小客車;民營客運-大客車;普通重型-機車;其他人-人",105,"01月19日 08時15分",1,"19日 08時15分",19,"8時15分",1,0,"臺北市中山區八德路2段前0公尺數復興北路路口",NA,"中山","臺 北 市","中 山 區"
"95",95,"105年01月19日 12時13分","南投縣魚池鄉水社村台21線60.4公里（魚池往水社）(附近)","死亡1;受傷1","自用-小客車;自用-小客車",105,"01月19日 12時13分",1,"19日 12時13分",19,"12時13分",1,1,"南投","魚池",NA,"南 投 縣","魚 池 鄉"
"96",96,"105年01月19日 15時44分","臺南市北區公園北路北門路(口)","死亡1;受傷0","營業用-全聯結車;腳踏自行車-慢車",105,"01月19日 15時44分",1,"19日 15時44分",19,"15時44分",1,0,"臺南市北區公園北路北門路(口)",NA,"北","臺 南 市","北 區 公"
"97",97,"105年01月19日 18時26分","雲林縣虎尾鎮廉使里廉使國小旁路口(附近)","死亡1;受傷0","普通重型-機車;自用-小客車",105,"01月19日 18時26分",1,"19日 18時26分",19,"18時26分",1,0,"雲林","虎尾",NA,"雲 林 縣","虎 尾 鎮"
"98",98,"105年01月19日 19時39分","新北市板橋區中山路2段505巷34號前0公尺數505巷34號","死亡1;受傷0","普通重型-機車;行人-人",105,"01月19日 19時39分",1,"19日 19時39分",19,"19時39分",1,0,"新北市板橋區中山路2段505巷34號前0公尺數505巷34號",NA,"板橋","新 北 市","板 橋 區"
"99",99,"105年01月19日 21時30分","屏東縣佳冬鄉台一線(南向)與文化路口。(附近)","死亡1;受傷0","普通重型-機車;自用-小貨車",105,"01月19日 21時30分",1,"19日 21時30分",19,"21時30分",1,0,"屏東","佳冬",NA,"屏 東 縣","佳 冬 鄉"
"100",100,"105年01月20日 06時00分","臺中市大甲區江南里經國路大安溪橋北上25橋墩處(附近)","死亡1;受傷0","普通重型-機車;自用-小客車",105,"01月20日 06時00分",1,"20日 06時00分",20,"6時00分",1,0,"臺中市大甲區江南里經國路大安溪橋北上25橋墩處(附近)",NA,"大甲","臺 中 市","大 甲 區"
"101",101,"105年01月20日 06時10分","新北市瑞芳區臺2線道路前0公尺數78.75公里","死亡1;受傷0","行人-人;營業用-曳引車",105,"01月20日 06時10分",1,"20日 06時10分",20,"6時10分",1,0,"新北市瑞芳區臺2線道路前0公尺數78.75公里",NA,"瑞芳","新 北 市","瑞 芳 區"
"102",102,"105年01月20日 07時45分","臺中市西屯區科園路機車專用道(科園路R56路燈)(附近)","死亡1;受傷0","普通重型-機車",105,"01月20日 07時45分",1,"20日 07時45分",20,"7時45分",1,0,"臺中市西屯區科園路機車專用道(科園路R56路燈)(附近)",NA,"西屯","臺 中 市","西 屯 區"
"103",103,"105年01月20日 13時05分","高雄市橋頭區成功北路前0公尺數林北路路口","死亡1;受傷0","營業用-曳引車;普通重型-機車",105,"01月20日 13時05分",1,"20日 13時05分",20,"13時05分",1,0,"高雄市橋頭區成功北路前0公尺數林北路路口",NA,"橋頭","高 雄 市","橋 頭 區"
"104",104,"105年01月20日 18時06分","臺中市霧峰區北柳里新厝路227號","死亡1;受傷0","普通重型-機車;自用-大貨車",105,"01月20日 18時06分",1,"20日 18時06分",20,"18時06分",1,0,"臺中市霧峰區北柳里新厝路227號",NA,"霧峰","臺 中 市","霧 峰 區"
"105",105,"105年01月21日 00時25分","新北市土城區學府路1段前0公尺數學成路路口","死亡1;受傷1","人力車-慢車;普通重型-機車",105,"01月21日 00時25分",1,"21日 00時25分",21,"0時25分",1,1,"新北市土城區學府路1段前0公尺數學成路路口",NA,"土城","新 北 市","土 城 區"
"106",106,"105年01月21日 03時30分","基隆市中山區中華路光華路口(附近)","死亡1;受傷0","自用-小客車;行人-人",105,"01月21日 03時30分",1,"21日 03時30分",21,"3時30分",1,0,"基隆市中山區中華路光華路口(附近)",NA,"中山","基 隆 市","中 山 區"
"107",107,"105年01月21日 06時48分","高雄市大寮區光明路3段210號前0公尺數210號","死亡1;受傷0","普通重型-機車",105,"01月21日 06時48分",1,"21日 06時48分",21,"6時48分",1,0,"高雄市大寮區光明路3段210號前0公尺數210號",NA,"大寮","高 雄 市","大 寮 區"
"108",108,"105年01月21日 07時30分","苗栗縣苗栗市嘉盛里橋頭北1號旁〔衛福部苗栗醫院側門旁〕(附近)","死亡1;受傷0","自用-小貨車;行人-人",105,"01月21日 07時30分",1,"21日 07時30分",21,"7時30分",1,0,"苗栗","苗栗","嘉盛里橋頭北1號旁〔衛福部苗栗醫院側門旁〕(附近)","苗 栗 縣","苗 栗 市"
"109",109,"105年01月21日 20時32分","彰化縣鹿港鎮台61線174.5K處橋下迴轉道","死亡1;受傷0","自用-小客車",105,"01月21日 20時32分",1,"21日 20時32分",21,"20時32分",1,0,"彰化","鹿港",NA,"彰 化 縣","鹿 港 鎮"
"110",110,"105年01月21日 21時10分","彰化縣埤頭鄉彰興路","死亡1;受傷0","普通輕型-機車;自用-大貨車",105,"01月21日 21時10分",1,"21日 21時10分",21,"21時10分",1,0,"彰化","埤頭",NA,"彰 化 縣","埤 頭 鄉"
"111",111,"105年01月21日 22時35分","桃園市八德區東勇北路146號","死亡1;受傷3","普通重型-機車;自用-小客車;自用-小客車;自用-小客車",105,"01月21日 22時35分",1,"21日 22時35分",21,"22時35分",1,3,"桃園市八德區東勇北路146號",NA,"八德","桃 園 市","八 德 區"
"112",112,"105年01月21日 23時50分","臺中市東區東信里旱溪東路一段一心西街(口)","死亡1;受傷1","租賃車-小客車;普通重型-機車",105,"01月21日 23時50分",1,"21日 23時50分",21,"23時50分",1,1,"臺中市東區東信里旱溪東路一段一心西街(口)",NA,"東","臺 中 市","東 區 東"
"113",113,"105年01月22日 10時44分","新北市泰山區新北大道7段28號前0公尺數28號","死亡1;受傷0","營業用-曳引車;普通重型-機車;自用-小貨車;自用-小客車",105,"01月22日 10時44分",1,"22日 10時44分",22,"10時44分",1,0,"新北市泰山區新北大道7段28號前0公尺數28號",NA,"泰山","新 北 市","泰 山 區"
"114",114,"105年01月22日 15時20分","花蓮縣吉安鄉吉安路一段71號-太昌所轄區(附近)","死亡1;受傷0","普通重型-機車;自用-小客車",105,"01月22日 15時20分",1,"22日 15時20分",22,"15時20分",1,0,"花蓮","吉安",NA,"花 蓮 縣","吉 安 鄉"
"115",115,"105年01月22日 17時50分","花蓮縣瑞穗鄉台9線278公里400公尺處北向內側車道","死亡1;受傷1","普通重型-機車;自用-小貨車;普通重型-機車",105,"01月22日 17時50分",1,"22日 17時50分",22,"17時50分",1,1,"花蓮","瑞穗",NA,"花 蓮 縣","瑞 穗 鄉"
"116",116,"105年01月22日 17時50分","宜蘭縣冬山鄉廣興大橋東端冬山鄉路燈57055號(附近)台7丙線22公里950公尺處西向中線車道","死亡1;受傷0","自用-小客車;普通重型-機車",105,"01月22日 17時50分",1,"22日 17時50分",22,"17時50分",1,0,"宜蘭","冬山",NA,"宜 蘭 縣","冬 山 鄉"
"117",117,"105年01月22日 20時49分","臺南市南區金華路一段金華路(口)95巷及100巷口(附近)","死亡1;受傷1","普通重型-機車;行人-人",105,"01月22日 20時49分",1,"22日 20時49分",22,"20時49分",1,1,"臺南市南區金華路一段金華路(口)95巷及100巷口(附近)",NA,"南","臺 南 市","南 區 金"
"118",118,"105年01月22日 21時18分","臺南市白河區秀祐里172線29.9公里(附近)","死亡1;受傷0","營業用-大貨車",105,"01月22日 21時18分",1,"22日 21時18分",22,"21時18分",1,0,"臺南市白河區秀祐里172線29.9公里(附近)",NA,"白河","臺 南 市","白 河 區"
"119",119,"105年01月23日 02時10分","彰化縣鹿港鎮台61線180k處南下車道","死亡1;受傷0","自用-小貨車",105,"01月23日 02時10分",1,"23日 02時10分",23,"2時10分",1,0,"彰化","鹿港",NA,"彰 化 縣","鹿 港 鎮"
"120",120,"105年01月23日 03時16分","臺中市西屯區臺灣大道三段朝富二街(口)","死亡1;受傷0","自用-小客車;行人-人",105,"01月23日 03時16分",1,"23日 03時16分",23,"3時16分",1,0,"臺中市西屯區臺灣大道三段朝富二街(口)",NA,"西屯","臺 中 市","西 屯 區"
"121",121,"105年01月23日 05時15分","雲林縣麥寮鄉麥豐村中山路427巷(麥寮24南11A電桿)(附近)","死亡1;受傷1","自用-小客車;自用-小客車",105,"01月23日 05時15分",1,"23日 05時15分",23,"5時15分",1,1,"雲林","麥寮",NA,"雲 林 縣","麥 寮 鄉"
"122",122,"105年01月23日 06時11分","嘉義縣竹崎鄉灣橋村16鄰灣橋146號前(附近)159線27公里400公尺處西向內側車道","死亡1;受傷0","自用-小貨車;行人-人",105,"01月23日 06時11分",1,"23日 06時11分",23,"6時11分",1,0,"嘉義","竹崎",NA,"嘉 義 縣","竹 崎 鄉"
"123",123,"105年01月23日 21時20分","彰化縣埔鹽鄉成功路1段","死亡1;受傷0","普通重型-機車;自用-小客車",105,"01月23日 21時20分",1,"23日 21時20分",23,"21時20分",1,0,"彰化","埔鹽",NA,"彰 化 縣","埔 鹽 鄉"
"124",124,"105年01月24日 05時10分","臺北市大安區仁愛路3段前0公尺數復興南路路口","死亡1;受傷0","普通重型-機車",105,"01月24日 05時10分",1,"24日 05時10分",24,"5時10分",1,0,"臺北市大安區仁愛路3段前0公尺數復興南路路口",NA,"大安","臺 北 市","大 安 區"
"125",125,"105年01月24日 06時08分","彰化縣溪湖鎮彰水路4段","死亡1;受傷0","自用-小客車;普通重型-機車",105,"01月24日 06時08分",1,"24日 06時08分",24,"6時08分",1,0,"彰化","溪湖",NA,"彰 化 縣","溪 湖 鎮"
"126",126,"105年01月24日 08時40分","嘉義縣水上鄉大崙村二重溝嘉南大圳灌溉溝圳支線旁(附近)","死亡1;受傷0","自用-小客車",105,"01月24日 08時40分",1,"24日 08時40分",24,"8時40分",1,0,"嘉義","水上",NA,"嘉 義 縣","水 上 鄉"
"127",127,"105年01月25日 05時20分","臺中市大甲區西岐里西濱快速公路順帆路(口)","死亡1;受傷1","行人-人;自用-小客車",105,"01月25日 05時20分",1,"25日 05時20分",25,"5時20分",1,1,"臺中市大甲區西岐里西濱快速公路順帆路(口)",NA,"大甲","臺 中 市","大 甲 區"
"128",128,"105年01月25日 07時35分","臺南市後壁區國道一號277公里680公尺處北向外側車道","死亡1;受傷0","自用-小客車",105,"01月25日 07時35分",1,"25日 07時35分",25,"7時35分",1,0,"臺南市後壁區國道一號277公里680公尺處北向外側車道",NA,"後壁","臺 南 市","後 壁 區"
"129",129,"105年01月25日 21時48分","新北市板橋區板城路268號前0公尺數268號","死亡1;受傷0","普通重型-機車;自用-小貨車",105,"01月25日 21時48分",1,"25日 21時48分",25,"21時48分",1,0,"新北市板橋區板城路268號前0公尺數268號",NA,"板橋","新 北 市","板 橋 區"
"130",130,"105年01月26日 12時50分","臺東縣成功鎮忠孝里美山段(附近)台11線108公里400公尺處南向快車道","死亡1;受傷0","普通重型-機車;遊覽車-大客車",105,"01月26日 12時50分",1,"26日 12時50分",26,"12時50分",1,0,"臺東","成功",NA,"臺 東 縣","成 功 鎮"
"131",131,"105年01月26日 13時20分","臺東縣台東市正氣北路、大業路口(附近)","死亡1;受傷0","普通重型-機車;自用-小客車",105,"01月26日 13時20分",1,"26日 13時20分",26,"13時20分",1,0,"臺東","台東","正氣北路、大業路口(附近)","臺 東 縣","台 東 市"
"132",132,"105年01月26日 14時00分","高雄市三民區建國一路392號前0公尺數前(附近)392號前側附近","死亡1;受傷1","自用-大貨車;普通重型-機車;自用-小客車;普通重型-機車",105,"01月26日 14時00分",1,"26日 14時00分",26,"14時00分",1,1,"高雄市三民區建國一路392號前0公尺數前(附近)392號前側附近",NA,"三民","高 雄 市","三 民 區"
"133",133,"105年01月26日 14時25分","高雄市茄萣區村正大路路燈編號前0公尺數前(附近)路燈編號3364號前側附近","死亡1;受傷0","普通重型-機車",105,"01月26日 14時25分",1,"26日 14時25分",26,"14時25分",1,0,"高雄市茄萣區村正大路路燈編號前0公尺數前(附近)路燈編號3364號前側附近",NA,"茄萣","高 雄 市","茄 萣 區"
"134",134,"105年01月26日 14時59分","桃園市大溪區復興路二段318號前(附近)","死亡1;受傷0","營業用-曳引車;大型重型1-機車",105,"01月26日 14時59分",1,"26日 14時59分",26,"14時59分",1,0,"桃園市大溪區復興路二段318號前(附近)",NA,"大溪","桃 園 市","大 溪 區"
"135",135,"105年01月27日 06時16分","臺北市南港區研究院路1段前0公尺數中南街路口","死亡1;受傷1","普通重型-機車;普通重型-機車;自用-小貨車",105,"01月27日 06時16分",1,"27日 06時16分",27,"6時16分",1,1,"臺北市南港區研究院路1段前0公尺數中南街路口",NA,"南港","臺 北 市","南 港 區"
"136",136,"105年01月27日 07時50分","屏東縣長治鄉潭頭路與香潭二街街口(附近)","死亡1;受傷0","自用-小客車;腳踏自行車-慢車",105,"01月27日 07時50分",1,"27日 07時50分",27,"7時50分",1,0,"屏東","長治",NA,"屏 東 縣","長 治 鄉"
"137",137,"105年01月27日 08時56分","新北市土城區金城路3段216號前0公尺數216號","死亡1;受傷1","自用-小貨車;普通重型-機車;動力機械-其他車;普通重型-機車",105,"01月27日 08時56分",1,"27日 08時56分",27,"8時56分",1,1,"新北市土城區金城路3段216號前0公尺數216號",NA,"土城","新 北 市","土 城 區"
"138",138,"105年01月27日 10時25分","臺中市南屯區文山里向上路過五權西路往市區方向第一個缺口(附近)","死亡1;受傷0","普通重型-機車;自用-小客車;自用-大貨車",105,"01月27日 10時25分",1,"27日 10時25分",27,"10時25分",1,0,"臺中市南屯區文山里向上路過五權西路往市區方向第一個缺口(附近)",NA,"南屯","臺 中 市","南 屯 區"
"139",139,"105年01月27日 14時38分","花蓮縣吉安鄉東海六街東里四街(口)-仁里所轄區(附近)","死亡1;受傷0","普通輕型-機車;計程車-小客車",105,"01月27日 14時38分",1,"27日 14時38分",27,"14時38分",1,0,"花蓮","吉安",NA,"花 蓮 縣","吉 安 鄉"
"140",140,"105年01月27日 18時39分","臺南市柳營區八翁里中山西路三段848巷","死亡1;受傷0","營業用-大貨車;行人-人",105,"01月27日 18時39分",1,"27日 18時39分",27,"18時39分",1,0,"臺南市柳營區八翁里中山西路三段848巷",NA,"柳營","臺 南 市","柳 營 區"
"141",141,"105年01月27日 19時22分","臺中市北屯區民德里東山路二段250巷(民德橋前(附近)","死亡1;受傷0","農耕用車(或機械)-其他車;自用-小客車",105,"01月27日 19時22分",1,"27日 19時22分",27,"19時22分",1,0,"臺中市北屯區民德里東山路二段250巷(民德橋前(附近)",NA,"北屯","臺 中 市","北 屯 區"
"142",142,"105年01月27日 23時30分","臺南市歸仁區後市里民權北路、國光街-路口(附近)","死亡1;受傷0","自用-小客車;普通重型-機車;自用-小客車",105,"01月27日 23時30分",1,"27日 23時30分",27,"23時30分",1,0,"臺南市歸仁區後市里民權北路、國光街-路口(附近)",NA,"歸仁","臺 南 市","歸 仁 區"
"143",143,"105年01月28日 07時10分","新北市泰山區楓江路148號前0公尺數148號","死亡1;受傷0","普通重型-機車;營業用-曳引車",105,"01月28日 07時10分",1,"28日 07時10分",28,"7時10分",1,0,"新北市泰山區楓江路148號前0公尺數148號",NA,"泰山","新 北 市","泰 山 區"
